('16', '10G-EPON')
('35963', 'Structure from motion')
('35983', 'Structured program theorem')
('35998', 'Stub Series Terminated Logic')
('36004', 'Studia Logica')
('36012', 'Stumbling on Happiness')
('36017', 'StyleCop')
('36033', 'Subdivision surface')
('36041', 'Subject-matter expert')
('36042', 'Subject-oriented programming')
('36044', 'Subject (programming)')
('36049', 'Subjectivity')
('36061', 'Subscriber Identity Module')
('36070', 'Substitution-permutation network')
('36079', 'Subtraction without borrowing')
('36088', 'Successor cardinal')
('36089', 'Succinct data structure')
('36091', 'Sudan function')
('36093', 'Sudo')
('36095', 'Sudoku Challenge!')
('36100', 'Sufficient dimension reduction')
('36101', 'Suffix array')
('36111', 'Suitability model')
('36112', 'Sukhotins Algorithm')
('36122', 'Summary')
('36140', 'Sun Web Developer Pack')
('36146', 'SunnComm')
('36154', 'SuperCalc')
('36156', 'SuperCollider')
('36167', 'Super Gomoku Narabe Renju')
('36169', 'Super Hi-Res Chess')
('36173', 'Super OS')
('36175', 'Super Scope')
('36176', 'Super race')
('36177', 'Super robot chogokin')
('36183', 'Supercomputer Education Research Centre')
('36187', 'Superconvergence')
('36201', 'Supernode (circuit)')
('36204', 'Superorganism')
('36231', 'Surena (robot)')
('36232', 'Surface-to-surface intersection problem')
('36235', 'Surface caching')
('36236', 'Surface normal')
('36240', 'Suril Shah')
('36250', 'Survivorship bias')
('36265', 'Sustained silent reading')
('36282', 'Swarm robotics')
('36292', 'SwiftKey')
('36294', 'SwingLabs')
('36299', 'Swiss UAV')
('36315', 'Syclo')
('36316', 'Sydney Coordinated Adaptive Traffic System')
('36324', 'Symantec')
('36325', 'Symantec Endpoint Protection')
('36327', 'SymbOS')
('36335', 'Symbol table')
('36342', 'Symbolic dynamics')
('36348', 'Symbols for zero')
('36351', 'Symlink race')
('36368', 'Symposium on Computational Geometry')
('36388', 'Synchronization (computer science)')
('36389', 'Synchronization Complexity')
('36397', 'Synchronous context-free grammar')
('36400', 'Synchrony abstraction')
('36401', 'Synchrotron light source')
('36410', 'Syntactic Structures')
('36418', 'Syntactic sugar')
('36419', 'Syntactic web')
('36427', 'Synth Look and Feel')
('36432', 'Synthetic file system')
('36456', 'SystemRDL')
('36462', 'System 1')
('36490', 'System Reference Manual')
('36495', 'System Service Dispatch Table')
('36496', 'System Usability Scale')
('36501', 'System analysis')
('36508', 'System deployment')
('36538', 'System testing')
('36542', 'Systematic code')
('36547', 'Systemics')
('36554', 'Systems analysis')
('36555', 'Systems analyst')
('36558', 'Systems art')
('36561', 'Systems design')
('36564', 'Systems engineering process')
('36570', 'Systems philosophy')
('36573', 'Systems theory in anthropology')
('36574', 'Systems theory in archaeology')
('36576', 'Systems thinking')
('36584', 'T-52 Enryu')
('36604', 'T. Jack Lee')
('36614', 'TADS')
('36618', 'TALON (database)')
('36623', 'TATP Benchmark')
('36625', 'TA Luft')
('36627', 'TBIL')
('36631', 'TCP/IP model')
('36642', 'TERA')
('36645', 'TFI-5')
('36655', 'TI-990')
('36657', 'TICOM')
('36658', 'TIFRAC')
('36667', 'TINKER')
('36672', 'TI InterActive!')
('36676', 'TM1')
('36684', 'TOMCAT/SLIMCAT')
('36707', 'TPS report')
('36710', 'TRACKER Network UK')
('36711', 'TRADIC')
('36720', 'TRIPOS')
('36723', 'TRS-80 Pocket Computer')
('36727', 'TSP (econometrics software)')
('36728', 'TSS-8')
('36734', 'TUME')
('36750', 'T (programming language)')
('36754', 'Table (information)')
('36769', 'Tablet PC Input Panel')
('36775', 'Tabulator')
('36782', 'Tactical Munitions Recording System')
('36785', 'Tadao Kasami')
('36787', 'Tag (programming)')
('36801', 'Taguchi methods')
('36809', 'Take-the-best heuristic')
('36811', 'Take Command Console')
('36820', 'Talenthouse')
('36824', 'Talisman UUV')
('36834', 'Tammuz (Babylonian calendar)')
('36835', 'Tamper-resistant security module')
('36840', 'Tandy 1000')
('36844', 'Tangram')
('36859', 'Target drone')
('36870', 'Task analysis environment modeling simulation')
('36871', 'Task computing')
('36874', 'TassDB')
('36879', 'Tax-benefit model')
('36898', 'Tcptrace')
('36900', 'Tdbengine')
('36908', 'Teaching Writing in the United States')
('36924', 'Technical informatics')
('36928', 'Technical support')
('36929', 'Technical terminology')
('36934', 'Technoethics')
('36938', 'Technology')
('36944', 'Technology forecasting')
('36950', 'Technorealism')
('36959', 'Teechart')
('36972', 'Telecommunication Control Unit')
('36978', 'Telelogic')
('36983', 'Telephonetics')
('37009', 'Template processor')
('37028', 'Temporary folder')
('37042', 'Tera Term')
('37066', 'Terminator (solar)')
('37072', 'Ternary computer')
('37074', 'Ternary plot')
('37081', 'Terramove')
('37085', 'Terry Shannon')
('37102', 'Test Template Framework')
('37106', 'Test and learn')
('37108', 'Test automation framework')
('37113', 'Test design')
('37116', 'Test for structural change')
('37142', 'Tetris Party')
('37148', 'Tetromino')
('37159', 'Texas Instruments TMS9918')
('37162', 'Texperts')
('37163', 'Text-to-voice')
('37165', 'TextMate')
('37169', 'Text Mode Demo Contest')
('37185', 'Texture filtering')
('37205', 'The Anatomy of Dependence')
('37206', 'The Anatomy of Melancholy')
('37223', 'The Bicentennial Man')
('37229', 'The Bomb! (These Sounds Fall into My Mind)')
('37236', 'The Centre for Applied Genomics')
('37268', 'The Demon-Haunted World')
('37278', 'The Elements of Programming Style')
('37285', 'The Evolution of Cooperation')
('37296', 'The Free Lunch Is Over')
('37299', 'The Future and You')
('37302', 'The Game (treasure hunt)')
('37311', 'The Hacker Crackdown')
('37315', 'The Hapa Project')
('37318', 'The Hessling Editor')
('37347', 'The Island of Dr. Brain')
('37357', 'The Language of the Genes')
('37368', 'The Magic Words are Squeamish Ossifrage')
('37374', 'The Map Library')
('37379', 'The Matrix (franchise)')
('37380', 'The Matrix Reloaded')
('37383', 'The Meaning of Liff')
('37384', 'The Meaning of Meaning')
('37399', 'The Mythical Man-Month')
('37432', 'The Print Shop')
('37436', 'The Psychology of the Psychic')
('37437', 'The Psychopathology of Everyday Life')
('37441', 'The Ragged Edge of Science')
('37442', 'The Reckoning of Time')
('37463', 'The Sickness Unto Death')
('37469', 'The Sleuth Kit')
('37477', 'The Steam Man of the Prairies')
('37480', 'The Structure of Scientific Revolutions')
('37515', 'The Velvet Underground (book)')
('37524', 'The World of Null-A')
('37533', 'The purpose of a system is what it does')
('37541', 'Thematic image')
('37543', 'Thematic role')
('37545', 'Theo de Raadt')
('37548', 'Theorem Proving System')
('37552', 'Theoretical Computer Science (journal)')
('37567', 'Theory of two-level planning')
('37576', 'Thermalright')
('37579', 'Thesaurus')
('37581', 'Thesaurus florentinus')
('37586', 'Thin-film memory')
('37589', 'Thin plate spline')
('37594', 'ThinkFree Office')
('37596', 'Think (book)')
('37600', 'Thinker (DC Comics)')
('37601', 'Thinning')
('37609', 'This Week In Blackness')
('37612', 'Thomas B. Sheridan')
('37620', 'Thomas Harry Saunders')
('37647', 'Thoughtform')
('37664', 'Three-layer architecture')
('37678', 'Throwim Way Leg')
('37679', 'Thue (programming language)')
('37684', 'TiHKAL')
('37685', 'TiLR')
('37688', 'Tianhua GX-1C')
('37691', 'Ticket Granting Ticket')
('37693', 'Ticket punch')
('37705', 'Tiger team')
('37707', 'Tight binding')
('37718', 'Tim Finin')
('37725', 'Tim Sweeney (game developer)')
('37733', 'Time-based One-time Password Algorithm')
('37735', 'Time-bin encoding')
('37748', 'Time.h')
('37749', 'TimeML')
('37769', 'Time triple modular redundancy')
('37773', 'Timeline of OpenBSD')
('37776', 'Timeline of algebra and geometry')
('37779', 'Timeline of binary prefixes')
('37781', 'Timeline of computer security hacker history')
('37790', 'Timeline of popular Internet services')
('37806', 'Timothy Cain')
('37807', 'Timothy D. Korson')
('37816', 'TinkerPlots')
('37831', 'Tishri-years')
('37832', 'Titan (computer)')
('37840', 'Title (command)')
('37847', 'Tnftp')
('37850', 'To Mock a Mockingbird')
('37851', 'Toaster (software)')
('37862', 'TomSym')
('37865', 'Tom Berson')
('37871', 'Tom Gilb')
('37872', 'Tom Gruber')
('37874', 'Tom Lane (computer scientist)')
('37877', 'Tom Miller (computer programmer)')
('37889', 'Tomida femina')
('37897', 'Tony Kent Strix award')
('37902', 'ToolTalk')
('37903', 'Toolchain')
('37904', 'Toolkits for User Innovation')
('37906', 'Toor')
('37920', 'Top Eleven Football Manager')
('37930', 'Topological data analysis')
('37954', 'Torsten Suel')
('37980', 'Touchscreen')
('37981', 'Touchscreen remote control')
('37985', 'Toxics Release Inventory')
('38015', 'Tracking collar')
('38016', 'Tracking questionnaire')
('38023', 'Tradigital art')
('38029', 'Traffic camera')
('38034', 'Traffic optimization')
('38035', 'Traffic policing')
('38053', 'Trance JIT')
('38055', 'TransADF')
('38057', 'Transact-SQL')
('38061', 'Transaction Processing Facility')
('38064', 'Transaction authentication')
('38070', 'Transaction processing system')
('38089', 'Transcription (software)')
('38090', 'Transcription of Australian Aboriginal languages')
('38091', 'Transcutaneous electrical nerve stimulation')
('38109', 'Transient climate simulation')
('38119', 'Transitive reduction')
('38127', 'Translator (computing)')
('38128', 'Translinear circuit')
('38129', 'Transliteracy')
('38131', 'Transmissibility (structural dynamics)')
('38133', 'Transmission gate')
('38149', 'Transport triggered architecture')
('38159', 'Transverse redundancy check')
('38168', 'Travel 2.0')
('38174', 'Travelling salesman')
('38180', 'Treap')
('38181', 'Treasure Hunt (U.S. game show)')
('38185', 'Treasure hunt (game)')
('38186', 'Treasure hunting')
('38193', 'Tree (Unix)')
('38203', 'Tree rearrangement')
('38205', 'Tree sort')
('38211', 'Treefinder')
('38217', 'Trench code')
('38252', 'Trie')
('38277', 'Triple modular redundancy')
('38279', 'Tripwire')
('38284', 'Triune Continuum Paradigm')
('38288', 'Trojan Room coffee pot')
('38301', 'TrueCookPlus')
('38310', 'True self and false self')
('38314', 'Truncated binary encoding')
('38329', 'Trusted Computing')
('38330', 'Trusted Computing Group')
('38337', 'Trusted operating system')
('38343', 'Truth')
('38388', 'TurKit')
('38393', 'TurboDOS')
('38401', 'Turbo code')
('38402', 'Turbulence kinetic energy')
('38409', 'Turing jump')
('38416', 'Turing test')
('38428', 'Turtle Geometry')
('38440', 'Tweetie')
('38442', 'Twelve Olympians')
('38455', 'Twisted Edwards curve')
('38457', 'Twisted pair')
('38468', 'Two-man rule')
('38472', 'Two-phase locking')
('38476', 'Two-way ranging')
('38477', 'Two Dogmas of Empiricism')
('38489', 'Type (biology)')
('38491', 'Type 1 product')
('38493', 'Type 3 product')
('38498', 'Type Tunnel pattern')
('38502', 'Type conversion')
('38506', 'Type genus')
('38511', 'Type punning')
('38512', 'Type safety')
('38517', 'Type theory')
('38520', 'Typed assembly language')
('38525', 'Types and Programming Languages')
('38526', 'Types of DBMS')
('38531', 'Typical set')
('38533', 'Tyranny of numbers')
('38537', 'U-Prove')
('38550', 'UA Archives (Upper Arlington, Ohio)')
('38562', 'UCoz')
('38571', 'UHAPI Forum')
('38586', 'UMAC')
('38595', 'UML tool')
('38597', 'UMart')
('38601', 'UNISURF')
('38622', 'UNSPSC')
('38647', 'USN Journal')
('38652', 'UTEC')
('38653', 'UTOPIA (Bioinformatics tools)')
('38661', 'UV fixed point')
('38667', 'UXu')
('38671', 'Ubermind')
('38697', 'Ulrike and Eamon Compliant')
('38724', 'UnAPI')
('38727', 'Unary language')
('38730', 'Unate function')
('38747', 'Uncial script')
('38753', 'Unconventional computing')
('38762', 'Underhanded C Contest')
('38765', 'Underwater glider')
('38770', 'UniFLEX')
('38773', 'UniPro protocol stack')
('38780', 'Unicon (programming language)')
('38794', 'Unified lighting and shadowing')
('38800', 'Uniform Driver Interface')
('38801', 'Uniform Electronic Transactions Act')
('38806', 'Uniform access principle')
('38820', 'Uninstaller')
('38824', 'Union (set theory)')
('38827', 'Union of two regular languages')
('38842', 'Unison (file synchronizer)')
('38851', 'Unit disk graph')
('38855', 'Unit propagation')
('38858', 'Unit type')
('38866', 'United Nations Information and Communication Technologies Task Force')
('38873', 'United States Naval Computing Machine Laboratory')
('38877', 'United States Uniformed Services Privilege and Identification Card')
('38883', 'Units (software)')
('38886', 'Unity (game engine)')
('38895', 'Universal Converter (Unit Conversion Software)')
('38902', 'Universal Handy Interface')
('38903', 'Universal Home API')
('38905', 'Universal Interface Language')
('38906', 'Universal Networking Language')
('38919', 'Universal gateway')
('38928', 'Universal quantum simulator')
('38934', 'Universe (economics)')
('38940', 'University of California, Berkeley')
('38947', 'University of Florida Panama and the Canal Collection')
('38955', 'Unix-like')
('38958', 'UnixWorld')
('38962', 'Unix directory structure')
('38965', 'Unix philosophy')
('38966', 'Unix security')
('38991', 'Unreal Engine 3')
('38995', 'Unrolled linked list')
('38996', 'Unrooted binary tree')
('39007', 'Up from Dragons')
('39009', 'UpdateStar')
('39014', 'Uppaal Model Checker')
('39038', 'Use case survey')
('39046', 'User-generated content')
('39049', 'User Account Control')
('39052', 'User Interface Privilege Isolation')
('39058', 'User modeling')
('39066', 'Uses of trigonometry')
('39067', 'Useware')
('39074', 'Util-linux')
('39088', 'VALBOND')
('39092', 'VAXBI Bus')
('39104', 'VDPAU')
('39111', 'VFinity')
('39113', 'VGA box')
('39119', 'VH Dissector')
('39123', 'VICE')
('39126', 'VISQ')
('39141', 'VMware vSphere')
('39144', 'VP-tree')
('39147', 'VP8 Image Analyzer')
('39153', 'VRML')
('39160', 'VTun')
('39161', 'VTune')
('39163', 'VXL')
('39164', 'VZ Navigator')
('39182', 'Validation rule')
('39194', 'Value network')
('39200', 'Van Eck phreaking')
('39211', 'Vanish (computer science)')
('39223', 'Variable (programming)')
('39227', 'Variable cost')
('39242', 'Variational Bayesian methods')
('39243', 'Variational Monte Carlo')
('39245', 'Variational inequality')
('39267', 'Vector NTI')
('39303', 'Verba Technologies')
('39323', 'Verilog')
('39342', 'Version 8 Unix')
('39351', 'Vertex enumeration problem')
('39378', 'Vibronic transition')
('39385', 'Victor Basili')
('39391', 'Vidalia project')
('39405', 'Video In Video Out')
('39424', 'Videx')
('39447', 'Viktor Ivannikov')
('39449', 'Vimscript')
('39467', 'Viridiplantae')
('39472', 'Virtual 8086 mode')
('39498', 'Virtual USA')
('39499', 'Virtual address')
('39520', 'Virtual tape library')
('39525', 'Virtuoso Universal Server')
('39527', 'VirusBuster')
('39541', 'VisiCalc')
('39546', 'Vision Crew Unlimited')
('39555', 'VistA imaging')
('39561', 'Visual 50')
('39568', 'Visual FoxPro')
('39569', 'Visual IRC')
('39580', 'Visual cryptography')
('39584', 'Visual odometry')
('39585', 'Visual programming language')
('39591', 'Visualize EG')
('39592', 'Visudo')
('39604', 'Vladimir Shukhov')
('39615', 'Void')
('39632', 'Void (fanzine)')
('39637', 'Vol (command)')
('39640', 'Volari V3')
('39641', 'Volari V5')
('39667', 'Voodoo3')
('39670', 'Vormetric')
('39672', 'Voronoi diagram')
('39698', 'W-shingling')
('39699', 'W. Bruce Croft')
('39719', 'WCF Data Services')
('39731', 'WIN.INI')
('39735', 'WMLScript')
('39743', 'WS-CAF')
('39760', 'WYMeditor')
('39768', 'Wait (command)')
('39782', 'Walled garden (technology)')
('39800', 'Wang Laboratories')
('39813', 'Ward Cunningham')
('39823', 'Warren Lyford DeLano')
('39824', 'Warren Robinett')
('39829', 'Washington State Digital Archives')
('39837', 'Watchman route problem')
('39848', 'Watermark (data synchronization)')
('39849', 'Watermarking attack')
('39862', 'Waveform buffer')
('39863', 'Wavefront .obj file')
('39864', 'Wavelet')
('39865', 'Wavelet Scalar Quantization')
('39866', 'Wavelet modulation')
('39867', 'Wavelet packet decomposition')
('39875', 'Wayne Stevens')
('39877', 'WeRead')
('39888', 'Weak measurement')
('39893', 'Wear leveling')
('39904', 'Web-based taxonomy')
('39911', 'WebCrow')
('39923', 'WebReference.com')
('39925', 'Web 2.0')
('39931', 'Web Coverage Service')
('39940', 'Web Server Gateway Interface')
('39953', 'Web Storage')
('39957', 'Web archiving')
('39972', 'Web template')
('39979', 'Webcare')
('39980', 'Webconverger')
('39982', 'Weblo')
('39984', 'Webroot Software')
('39986', 'Website Parse Template')
('39990', 'Webtoon')
('39995', 'Wei Yen')
('39998', 'Weight-balanced tree')
('40003', 'Weighted fair queuing')
('40005', 'Weighted network')
('40006', 'Weighted random early detection')
('40008', 'Weil conjectures')
('40009', 'Weitek')
('40017', 'Well-posed problem')
('40020', 'Wellcome Library')
('40023', 'Welltris')
('40040', 'WestHost')
('40041', 'West American Digest System')
('40056', 'Wheel (Unix term)')
('40074', 'White box (software engineering)')
('40077', 'White pages schema')
('40091', 'Why the lucky stiff')
('40094', 'Wi-Fi Protected Setup')
('40097', 'Wide-spectrum language')
('40114', 'Wii WAD')
('40117', 'Wiki')
('40120', 'WikiMapia')
('40121', 'WikiPilipinas')
('40128', 'Wikia')
('40134', 'Wikijob')
('40138', 'Wikipedia')
('40147', 'Wikispecies')
('40164', 'Wilkinson matrix')
('40165', 'Will Arnett')
('40166', 'Will Francis')
('40178', 'William Fetter')
('40195', 'William Playfair')
('40207', 'Wilson-Cowan model')
('40209', 'Wim Ebbinkhuijsen')
('40239', 'Windows 2000')
('40245', 'Windows 9x')
('40255', 'Windows CE 5.0')
('40263', 'Windows Driver Foundation')
('40271', 'Windows File Protection')
('40278', 'Windows Home Server')
('40287', 'Windows Live ID')
('40289', 'Windows Live OneCare')
('40293', 'Windows Malicious Software Removal Tool')
('40296', 'Windows Marketplace for Mobile')
('40303', 'Windows Media Video')
('40304', 'Windows Metafile')
('40307', 'Windows Mobile Device Center')
('40320', 'Windows Nashville')
('40323', 'Windows Open Services Architecture')
('40329', 'Windows Product Activation')
('40334', 'Windows Services for UNIX')
('40342', 'Windows Update')
('40351', 'Windows refund')
('40369', 'Winny')
('40372', 'Winqual')
('40382', 'Wirecast')
('40395', 'Wireless Home Digital Interface')
('40397', 'Wireless Intelligent Stream Handling')
('40405', 'Wireless local loop')
('40406', 'Wireless repeater')
('40409', 'Wirth-Weber precedence relationship')
('40418', 'Wistron Corporation')
('40420', 'Witness-indistinguishable proof')
('40423', 'Wits and Wagers (video game)')
('40426', 'Wolfe conditions')
('40430', 'Wolfgang Nebel')
('40437', 'Wolfram Research')
('40445', 'Wood-Armer method')
('40454', 'WordStar')
('40466', 'Word wrap')
('40474', 'WorkNC')
('40478', 'Work order')
('40490', 'Working set')
('40500', 'Workstation')
('40506', 'WorldFest-Houston International Film Festival')
('40512', 'World Intellectual Property Organization')
('40525', 'World Wide Web Conference')
('40526', 'World Wide Web Conference 1')
('40535', 'WowWee Alive Chimpanzee')
('40544', 'Wristwatch computer')
('40564', 'Writing material')
('40565', 'Writing motivation')
('40566', 'Writing process')
('40570', 'Written language')
('40597', 'X00')
('40599', 'X10 (programming language)')
('40605', 'X3D')
('40607', 'X704')
('40614', 'X86 instruction listings')
('40635', 'XCAST')
('40636', 'XCAT')
('40642', 'XCore XS1-L1')
('40645', 'XDR DRAM')
('40677', 'XML-RPC')
('40682', 'XML Catalog')
('40684', 'XML Configuration Access Protocol')
('40692', 'XML Pretty Printer')
('40708', 'XML pipeline')
('40722', 'XOR linked list')
('40724', 'XOTcl')
('40732', 'XPath 2.0')
('40740', 'XSIL')
('40743', 'XSS worm')
('40749', 'XTND')
('40750', 'XTR')
('40764', 'Xbox 360')
('40771', 'Xconfig')
('40777', 'Xena (software)')
('40782', 'Xenon (processor)')
('40789', 'Xerox Operating System')
('40793', 'Xia Li')
('40794', 'Xianxingzhe')
('40806', 'Xpadder')
('40811', 'Xrate')
('40817', 'Xubuntu')
('40818', 'Xuejia Lai')
('40825', 'Y-intercept')
('40829', 'YAFFS')
('40832', 'YAK (cryptography)')
('40849', 'Yacc')
('40850', 'Yadis')
('40864', 'Yahoo M45')
('40881', 'Yass (software)')
('40886', 'Year 10,000 problem')
('40894', 'Yellow Dog Enterprise Linux')
('40895', 'Yellow Dog Linux')
('40896', 'Yellow Pages (UDDI)')
('40902', 'Yet Another Perl Conference')
('40914', 'Yoji Akao')
('40918', 'Yoram Moses')
('40919', 'Yorick (programming language)')
('40937', 'Yuan Wang')
('40940', 'Yuji Himukai')
('40942', 'Yukon (software)')
('40953', 'Z-URC')
('40957', 'Z-matrix (chemistry)')
('40974', 'ZINC database')
('40975', 'ZK (framework)')
('40983', 'ZPL (complexity)')
('40985', 'ZRTP')
('41016', 'Zembly')
('41021', 'Zendoku')
('41026', 'Zeno (programming language)')
('41029', 'Zentyal')
('41036', 'Zero-forcing precoding')
('41048', 'Zero One Infinity')
('41053', 'Zero flag')
('41056', 'Zero insertion force')
('41064', 'Zero wait state')
('41067', 'Zeroshell')
('41073', 'Zettabyte')
('41077', 'Zhang Libin')
('41078', 'Zhongguancun')
('41091', 'Zip bomb')
('41117', 'Zombies in popular culture')
('41123', 'Zoo (file format)')
('41125', 'Zooniverse (citizen science project)')
('41127', 'Zope Object Database')
